isbn,book_name,cost,quantity,rating,pages,book_image_url,author_id,category_id,description,publisher_id
203910491,"UNNAMED MEMORY – Hồi ức không tên
(Tập 1: Nguyệt lam phù thuỷ và hoàng tử bị nguyền rủa)",139000,200.0,4.8,464,https://salt.tikicdn.com/ts/product/75/1b/bd/85d43a9815523cbf0658c7084d0f79f0.jpg,236,3,"Với tựa đề 'UNNAMED MEMORY – Hồi ức không tên
(Tập 1: Nguyệt lam phù thuỷ và hoàng tử bị nguyền rủa)', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",3
205986070,Anh Em Phi Hành Gia - Tập 38,45000,93.0,5.0,204,https://salt.tikicdn.com/ts/product/6b/b6/c4/e96295ef6c4dc6c2c1ae0764c62e02db.jpg,237,3,'Anh Em Phi Hành Gia - Tập 38' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,9
145279201,Sách Đường Xưa Mây Trắng - Theo Gót Chân Bụt (Tái bản năm 2020) (Bìa mềm/ Câu Chuyện Thú Vị Về Bụt/ Tặng Kèm Bookmark),270500,230.0,5.0,,https://salt.tikicdn.com/ts/product/d3/c5/41/af74872ab5210e3ea1618e83c8f94eb5.jpg,5,3,"'Sách Đường Xưa Mây Trắng - Theo Gót Chân Bụt (Tái bản năm 2020) (Bìa mềm/ Câu Chuyện Thú Vị Về Bụt/ Tặng Kèm Bookmark)' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",14
76014598,Blue Ocean Strategy - Chiến Lược Đại Dương Xanh (Bìa Cứng) (Tái Bản),239000,1620.0,4.8,344,https://salt.tikicdn.com/ts/product/26/50/bc/4c256f7ef7671d65ee3c2117ac10b901.jpg,238,22,'Blue Ocean Strategy - Chiến Lược Đại Dương Xanh (Bìa Cứng) (Tái Bản)' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,17
5154645,Ở Quán Cà Phê Của Tuổi Trẻ Lạc Lối (Tái Bản),59000,2563.0,4.8,153,https://salt.tikicdn.com/ts/product/f4/95/89/e31e516898b3e30a9ff5abc092e85d5c.jpg,5,5,'Ở Quán Cà Phê Của Tuổi Trẻ Lạc Lối (Tái Bản)' đưa người đọc vào một thế giới tinh tế và chân thực. Cuốn sách không chỉ kể chuyện mà còn truyền tải những giá trị sống ý nghĩa. Những ai từng trải qua thăng trầm cuộc sống sẽ thấy mình trong từng trang sách. Một tác phẩm đáng để nghiền ngẫm.,4
8835159,Đời Ngắn Đừng Ngủ Dài (Tái Bản),75000,44164.0,4.8,228,https://salt.tikicdn.com/ts/product/d4/cc/86/2a060e2ba9e84005fe5fe2fa617b57ee.jpg,152,2,"Với tựa đề 'Đời Ngắn Đừng Ngủ Dài (Tái Bản)', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",4
181699664,Những Ngã Tư Và Những Cột Đèn,200000,567.0,5.0,650,https://salt.tikicdn.com/ts/product/c5/17/2a/c89f2dc751b1e1964206ba33466bdf98.jpg,239,5,"Với tựa đề 'Những Ngã Tư Và Những Cột Đèn', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",1
203957932,Chào Mừng Đến Lớp Học Đề Cao Thực Lực - 4,120000,245.0,5.0,356,https://salt.tikicdn.com/ts/product/86/15/5d/b24e0a27c9bef0b3d53a784f95492e88.jpg,240,3,"Với tựa đề 'Chào Mừng Đến Lớp Học Đề Cao Thực Lực - 4', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",3
205148090,Shaman King - Tập 21,35000,145.0,4.3,200,https://salt.tikicdn.com/ts/product/14/89/84/b6270a741c09159c76ad41602e5c34cf.jpg,182,3,'Shaman King - Tập 21' đưa người đọc vào một thế giới tinh tế và chân thực. Cuốn sách không chỉ kể chuyện mà còn truyền tải những giá trị sống ý nghĩa. Những ai từng trải qua thăng trầm cuộc sống sẽ thấy mình trong từng trang sách. Một tác phẩm đáng để nghiền ngẫm.,9
136143567,Thần Số Học,219000,1339.0,4.8,392,https://salt.tikicdn.com/ts/product/58/ef/43/7ce160568e9fa737f73e7ef0613ad15d.jpg,241,8,"Cuốn sách 'Thần Số Học' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",10
203231465,Cơ Duyên Của Cáo,199000,221.0,5.0,164,https://salt.tikicdn.com/ts/product/9a/ec/88/af0a9726015c74a851af109570002c56.jpg,242,3,'Cơ Duyên Của Cáo' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,3
168662171,Vừa Nhắm Mắt Vừa Mở Cửa Số,75000,822.0,5.0,192,https://salt.tikicdn.com/ts/product/c5/3f/9b/231139a300c4a1d120c619b860da1449.jpg,243,3,'Vừa Nhắm Mắt Vừa Mở Cửa Số' đưa người đọc vào một thế giới tinh tế và chân thực. Cuốn sách không chỉ kể chuyện mà còn truyền tải những giá trị sống ý nghĩa. Những ai từng trải qua thăng trầm cuộc sống sẽ thấy mình trong từng trang sách. Một tác phẩm đáng để nghiền ngẫm.,9
73553829,"Làm Cha Mẹ Tỉnh Thức - Chuyển Hóa Bản Thân, Trao Quyền Cho Con Cái",139000,6162.0,5.0,312,https://salt.tikicdn.com/ts/product/6a/e9/2b/289d22b590022a62cf4ae74506bfb2b3.jpg,244,3,"Với tựa đề 'Làm Cha Mẹ Tỉnh Thức - Chuyển Hóa Bản Thân, Trao Quyền Cho Con Cái', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",13
121185870,Và Rồi Núi Vọng,148000,1089.0,5.0,512,https://salt.tikicdn.com/ts/product/df/36/d9/b067ce3b894d2d1c3192ea78682f690b.jpg,245,1,'Và Rồi Núi Vọng' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,1
207398364,"Gửi Em, Người Bất Tử - Tập 16",30000,53.0,5.0,192,https://salt.tikicdn.com/ts/product/5c/5a/00/80648042a85c3468539a4dd1a4a93291.jpg,205,3,"Với tựa đề 'Gửi Em, Người Bất Tử - Tập 16', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",9
93249305,Tư Duy Nhanh Và Chậm (Bản mới nhất 2020),269000,874.0,4.8,612,https://salt.tikicdn.com/ts/product/a4/a4/32/ab9064871804d5ebfe07a39b9b431519.jpg,199,15,"Với tựa đề 'Tư Duy Nhanh Và Chậm (Bản mới nhất 2020)', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",2
205148096,"Gửi Em, Người Bất Tử - Tập 15",30000,119.0,5.0,200,https://salt.tikicdn.com/ts/product/35/4f/97/9282ff4f91e0a6c69e64c006ed69aec4.jpg,205,3,"Cuốn sách 'Gửi Em, Người Bất Tử - Tập 15' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",9
193981042,One Piece - Tập 100 :  Haki Bá vương,22000,2712.0,5.0,,https://salt.tikicdn.com/ts/product/84/dc/64/a069f9e2b926e28cfc15da7c8e19850b.jpg,246,3,"Cuốn sách 'One Piece - Tập 100 :  Haki Bá vương' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",15
155463025,Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản),198000,588.0,5.0,504,https://salt.tikicdn.com/media/catalog/producttmp/bf/89/81/318903abe7183f633d87089262501ca7.jpg,247,3,'Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản)' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,7
27611077,Hackers Ielts: Writing,239000,6892.0,4.8,452,https://salt.tikicdn.com/ts/product/51/1e/85/7793d19ae470e25f1ab0cf3455ed8d62.jpg,248,20,"'Hackers Ielts: Writing' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",2
156824933,Thám tử lừng danh Conan Tập 99,20000,5491.0,5.0,184,https://salt.tikicdn.com/ts/product/f0/bd/00/0c66fb626acd661f81799bde24dd9e47.jpg,137,3,"Cuốn sách 'Thám tử lừng danh Conan Tập 99' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",15
3955683,Chuyện Con Ốc Sên Muốn Biết Tại Sao Nó Chậm Chạp (Tái Bản),39000,5828.0,4.8,82,https://salt.tikicdn.com/ts/product/15/f3/ee/a959ae23fcedf4f09ca61f1929ac3b94.jpg,165,2,'Chuyện Con Ốc Sên Muốn Biết Tại Sao Nó Chậm Chạp (Tái Bản)' đưa người đọc vào một thế giới tinh tế và chân thực. Cuốn sách không chỉ kể chuyện mà còn truyền tải những giá trị sống ý nghĩa. Những ai từng trải qua thăng trầm cuộc sống sẽ thấy mình trong từng trang sách. Một tác phẩm đáng để nghiền ngẫm.,4
76175424,Vụ Án Mạng Ở Nhà Khách Núi Hakuba,138000,3214.0,4.8,336,https://salt.tikicdn.com/ts/product/32/aa/12/a6314310c71255548840e62b323877c4.jpg,6,14,'Vụ Án Mạng Ở Nhà Khách Núi Hakuba' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,3
5914507,Quân Vương (Tái Bản),68000,2443.0,4.8,215,https://salt.tikicdn.com/ts/product/6c/cc/4c/a9ee7c5e7cde9363d9d36e2132fa7784.jpg,249,28,"Với tựa đề 'Quân Vương (Tái Bản)', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",1
205227772,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,325000,,0.0,,https://salt.tikicdn.com/ts/product/51/15/ce/b79555620f87a9ab52e8dc698b2a62a0.jpg,5,3,"Cuốn sách '1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",9
832239,Thiên Môn Chi Tâm,77000,512.0,4.5,252,https://salt.tikicdn.com/ts/product/64/c5/3d/fd30c909fe2c74e61f9734214f720cff.jpg,75,1,'Thiên Môn Chi Tâm' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,4
202878485,Shaman King - Tập 20,35000,220.0,5.0,,https://salt.tikicdn.com/ts/product/60/83/57/c037cd30f0625151e9699d54b3887682.jpg,182,3,"'Shaman King - Tập 20' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",9
205033835,Một năm sống tử tế,168000,64.0,5.0,422,https://salt.tikicdn.com/ts/product/14/e8/7c/b3931b10cba36e1bac2f4a835df0f73d.jpg,250,4,"'Một năm sống tử tế' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",5
203757840,Blue Flag - Tập 6,45000,177.0,5.0,,https://salt.tikicdn.com/ts/product/b1/20/b1/cea39d49a09ba94fb1e8f178a6929f28.jpg,5,3,'Blue Flag - Tập 6' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,15
47342678,Không Giới Hạn - Khám Phá HO'OPONOPONO,149000,11789.0,5.0,304,https://salt.tikicdn.com/ts/product/54/c8/f8/852db0cf479b5761b8be1fd4dd2df043.jpg,251,2,"Với tựa đề 'Không Giới Hạn - Khám Phá HO'OPONOPONO', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",2
58616755,Content Bạc Tỷ,149000,3533.0,4.8,384,https://salt.tikicdn.com/ts/product/b3/61/44/f103a78dc233bed540c53ad0ff4eb9fe.jpg,252,3,"'Content Bạc Tỷ' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",17
102629318,999 Lá Thư Gửi Cho Chính Mình (*) - Tập 1 - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tái bản),129000,4660.0,4.8,232,https://salt.tikicdn.com/ts/product/be/09/77/318235602423372f040b3493abf4efca.jpg,184,2,"Với tựa đề '999 Lá Thư Gửi Cho Chính Mình (*) - Tập 1 - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tái bản)', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",10
176550321,Bàn Về Ham Muốn: Tại Sao Chúng Ta Muốn Thứ Mà Ta Muốn,169000,1223.0,4.8,372,https://salt.tikicdn.com/ts/product/ec/0d/db/881ef8e65256f339b31a35ae03c5de75.jpg,101,16,"'Bàn Về Ham Muốn: Tại Sao Chúng Ta Muốn Thứ Mà Ta Muốn' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",17
166033489,Hoàng Tử Bé (Tái Bản 2022),35000,1142.0,5.0,112,https://salt.tikicdn.com/ts/product/2b/fd/60/96a7a7b9b2a7fac4cc1600918c59b8cf.jpg,19,9,"Với tựa đề 'Hoàng Tử Bé (Tái Bản 2022)', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",15
194205620,Người Hướng Nội Trong Thế Giới Hướng Ngoại,105000,280.0,5.0,200,https://salt.tikicdn.com/ts/product/45/e2/26/528d8f28cb1d3c30779f15684a215c85.jpg,253,2,"Cuốn sách 'Người Hướng Nội Trong Thế Giới Hướng Ngoại' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",5
480226,Chúng Ta Sẽ Nói Gì Khi Gặp Lại Nhau,50000,459.0,3.9,164,https://salt.tikicdn.com/media/catalog/product/c/h/chung-ta.jpg,254,3,'Chúng Ta Sẽ Nói Gì Khi Gặp Lại Nhau' đưa người đọc vào một thế giới tinh tế và chân thực. Cuốn sách không chỉ kể chuyện mà còn truyền tải những giá trị sống ý nghĩa. Những ai từng trải qua thăng trầm cuộc sống sẽ thấy mình trong từng trang sách. Một tác phẩm đáng để nghiền ngẫm.,4
92859698,Tâm Lý Học Biểu Cảm,98000,6134.0,5.0,252,https://salt.tikicdn.com/ts/product/0f/b5/c3/0fd8f6c4b9b8070d747465351a02a9b3.jpg,255,2,'Tâm Lý Học Biểu Cảm' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,8
205815553,"Sự Thông Minh Trong Hài Hước: Nói Tinh Tế, Dễ Vào Tim",139000,72.0,0.0,247,https://salt.tikicdn.com/ts/product/55/11/4a/d9aa2f398ca67fba315157c6b589655a.jpg,5,2,"Với tựa đề 'Sự Thông Minh Trong Hài Hước: Nói Tinh Tế, Dễ Vào Tim', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",14
45321594,Nghệ Thuật Bán Hàng Của Người Hướng Nội,119000,,0.0,220,https://salt.tikicdn.com/ts/product/47/dc/e0/7f71fa3092d60e88e3f9ad6ef85de2c8.jpg,256,21,"Cuốn sách 'Nghệ Thuật Bán Hàng Của Người Hướng Nội' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",2
10325548,How Food Works - Hiểu Hết Về Thức Ăn,300000,5848.0,4.7,255,https://salt.tikicdn.com/ts/product/df/65/5d/c24f97487071d8c2440ce2996514a0ae.jpg,5,20,"'How Food Works - Hiểu Hết Về Thức Ăn' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",4
196411152,"The Mountain Is You - Nếu Không Giải Quyết Vấn Đề, Bạn Sẽ Trở Thành Vấn Đề",148000,,0.0,303,https://salt.tikicdn.com/ts/product/4a/59/e8/e3ab2c1fdc09924562243217fcadf17b.jpg,257,2,"Cuốn sách 'The Mountain Is You - Nếu Không Giải Quyết Vấn Đề, Bạn Sẽ Trở Thành Vấn Đề' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",14
160997378,"Giải Thích Ngữ Pháp Tiếng Anh Với Bài Tập Và Đáp Án (TB 2022) - Tác giả Mai Lan Hương, Hà Thanh Uyên ",220000,2092.0,5.0,560,https://salt.tikicdn.com/ts/product/a9/cb/fa/f8b01cfecf8f99ecfac6823eb065a599.jpg,258,20,"Với tựa đề 'Giải Thích Ngữ Pháp Tiếng Anh Với Bài Tập Và Đáp Án (TB 2022) - Tác giả Mai Lan Hương, Hà Thanh Uyên ', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",11
14645351,Cuộc Đời Của Pi ( Tái Bản 2019),110000,1976.0,4.8,455,https://salt.tikicdn.com/ts/product/68/d6/6f/ef7298bf99e9dc6de5f7162666d6e972.jpg,259,3,"Cuốn sách 'Cuộc Đời Của Pi ( Tái Bản 2019)' mang đến một góc nhìn mới mẻ và đầy cảm hứng. Qua từng trang sách, độc giả sẽ cảm nhận được chiều sâu của tư duy và cảm xúc. Tác phẩm này không chỉ giải trí mà còn giúp người đọc chiêm nghiệm về cuộc sống. Một cuốn sách đáng đọc trong mọi thời điểm.",4
162181800,Cảm Ơn Anh Đã Đánh Mất Em,99000,2889.0,5.0,256,https://salt.tikicdn.com/ts/product/25/34/39/8a3e46aa65da8b88b0c5351aa8f48af2.jpg,209,5,"Với tựa đề 'Cảm Ơn Anh Đã Đánh Mất Em', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",8
9948009,Dám Hạnh Phúc,110000,6711.0,4.8,299,https://salt.tikicdn.com/ts/product/47/bf/82/36d16def99eafa5db9b2e3cf2efd0f43.jpg,27,1,"'Dám Hạnh Phúc' là một tác phẩm sâu sắc, khám phá những cung bậc cảm xúc con người. Cuốn sách đưa người đọc đến với một hành trình đầy suy ngẫm và xúc động. Với ngôn từ giản dị nhưng sâu lắng, nó chạm đến trái tim của mọi độc giả. Đây là lựa chọn tuyệt vời cho những ai đang tìm kiếm sự đồng cảm và hiểu biết.",4
1938895,Nghệ Thuật PR Bản Thân (Tái Bản 2018),99000,3698.0,4.7,222,https://salt.tikicdn.com/ts/product/1d/a8/78/6d12be73f51a31e88c880750930954b1.jpg,200,21,"Với tựa đề 'Nghệ Thuật PR Bản Thân (Tái Bản 2018)', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",4
201048325,Ngôi Sao Vườn Nữ Sinh - Tập 2,50000,360.0,5.0,,https://salt.tikicdn.com/ts/product/50/be/20/b1932063fd30a22a3ef358f32857a5c8.jpg,260,3,"Với tựa đề 'Ngôi Sao Vườn Nữ Sinh - Tập 2', tác phẩm gợi mở nhiều suy tư về con người và xã hội. Lối kể chuyện hấp dẫn kết hợp cùng nội dung gần gũi tạo nên một trải nghiệm đọc tuyệt vời. Đây là một lựa chọn lý tưởng cho những ai yêu thích sách giàu cảm xúc và triết lý.",15
200928947,Những Gì Đã Qua Đừng Nghĩ Lại Quá Nhiều,98000,181.0,4.7,208,https://salt.tikicdn.com/ts/product/a2/cb/35/1a72e3df4fb6bdc5b76b240aeb80c9c8.jpg,261,5,'Những Gì Đã Qua Đừng Nghĩ Lại Quá Nhiều' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,8
121635154,Điều Đẹp Nhất Có Khi Là Buông Tay (Tặng Kèm Bookmark),72000,3281.0,4.8,160,https://salt.tikicdn.com/ts/product/5e/f8/bf/4a0f0f55c62257eca3e3b39fc69185f9.jpg,262,5,'Điều Đẹp Nhất Có Khi Là Buông Tay (Tặng Kèm Bookmark)' là hành trình khám phá nội tâm và thế giới xung quanh đầy thú vị. Tác phẩm chứa đựng những thông điệp ý nghĩa và chân thực. Người đọc sẽ tìm thấy sự đồng cảm trong từng câu chữ. Đây là một cuốn sách mang tính nhân văn sâu sắc.,3
